id_plot_year,id_plot,plot_size,date_surveyed,accepted_name,abundance
Lux_1_2016,Lux_1,25,2016-08-30,Silene latifolia,NA
Lux_1_2016,Lux_1,25,2016-08-30,Symphyotrichum pilosum,NA
Lux_1_2016,Lux_1,25,2016-08-30,Verbascum thapsus,NA
Lux_1_2017,Lux_1,1,2017-08-18,Achillea millefolium,25
Lux_1_2017,Lux_1,1,2017-08-18,Centaurea stoebe,1
Lux_1_2017,Lux_1,1,2017-08-18,Dactylis glomerata,3
Lux_1_2017,Lux_1,1,2017-08-18,Plantago lanceolata,7
Lux_1_2017,Lux_1,1,2017-08-18,Ratibida pinnata,1
Lux_1_2017,Lux_1,1,2017-08-18,Rumex acetosa,1
Lux_1_2017,Lux_1,1,2017-08-18,Trifolium repens,40
Lux_1_2017,Lux_1,25,2017-08-18,Bouteloua curtipendula,NA
Lux_1_2017,Lux_1,25,2017-08-18,Bromus inermis,NA
Lux_1_2017,Lux_1,25,2017-08-18,Coreopsis lanceolata,NA
Lux_1_2017,Lux_1,25,2017-08-18,Desmodium canadense,NA
Lux_1_2017,Lux_1,25,2017-08-18,Digitaria,NA
Lux_1_2017,Lux_1,25,2017-08-18,Elymus canadensis,NA
Lux_1_2017,Lux_1,25,2017-08-18,Erigeron,NA
Lux_1_2017,Lux_1,25,2017-08-18,Eryngium yuccifolium,NA
Lux_1_2017,Lux_1,25,2017-08-18,Euthamia graminifolia,NA
Lux_1_2017,Lux_1,25,2017-08-18,Festuca rubra,NA
Lux_1_2017,Lux_1,25,2017-08-18,Hypericum perforatum,NA
Lux_1_2017,Lux_1,25,2017-08-18,Monarda fistulosa,NA
Lux_1_2017,Lux_1,25,2017-08-18,Monarda punctata,NA
Lux_1_2017,Lux_1,25,2017-08-18,Panicum virgatum,NA
Lux_1_2017,Lux_1,25,2017-08-18,Poa pratensis,NA
Lux_1_2017,Lux_1,25,2017-08-18,Rudbeckia hirta,NA
Lux_1_2017,Lux_1,25,2017-08-18,Solidago canadensis,NA
Lux_1_2017,Lux_1,25,2017-08-18,Sorghastrum nutans,NA
Lux_1_2017,Lux_1,25,2017-08-18,Symphyotrichum pilosum,NA
Lux_1_2017,Lux_1,25,2017-08-18,Zizia aptera,NA
Lux_1_2018,Lux_1,1,2018-07-25,Achillea millefolium,25
Lux_1_2018,Lux_1,1,2018-07-25,Andropogon gerardii,0.5
Lux_1_2018,Lux_1,1,2018-07-25,Centaurea stoebe,8
Lux_1_2018,Lux_1,1,2018-07-25,Digitaria,1.5
Lux_1_2018,Lux_1,1,2018-07-25,Elymus repens,0.3
Lux_1_2018,Lux_1,1,2018-07-25,Hypericum perforatum,0.5
Lux_1_2018,Lux_1,1,2018-07-25,Juncus tenuis,0.5
Lux_1_2018,Lux_1,1,2018-07-25,Plantago lanceolata,7
Lux_1_2018,Lux_1,1,2018-07-25,Poa pratensis,0.2
Lux_1_2018,Lux_1,1,2018-07-25,Rumex acetosella,5
Lux_1_2018,Lux_1,1,2018-07-25,Symphyotrichum pilosum,2
Lux_1_2018,Lux_1,25,2018-07-25,Asclepias syriaca,NA
Lux_1_2018,Lux_1,25,2018-07-25,Bouteloua curtipendula,NA
Lux_1_2018,Lux_1,25,2018-07-25,Desmodium illinoense,NA
Lux_1_2018,Lux_1,25,2018-07-25,Erigeron,NA
Lux_1_2018,Lux_1,25,2018-07-25,Euthamia graminifolia,NA
Lux_1_2018,Lux_1,25,2018-07-25,Lespedeza virginica,NA
Lux_1_2018,Lux_1,25,2018-07-25,Monarda fistulosa,NA
Lux_1_2018,Lux_1,25,2018-07-25,Panicum virgatum,NA
Lux_1_2018,Lux_1,25,2018-07-25,Penstemon digitalis,NA
Lux_1_2018,Lux_1,25,2018-07-25,Ratibida pinnata,NA
Lux_1_2018,Lux_1,25,2018-07-25,Rubus flagellaris,NA
Lux_1_2018,Lux_1,25,2018-07-25,Sorghastrum nutans,NA
Lux_1_2019,Lux_1,1,2019-07-24,Achillea millefolium,15
Lux_1_2019,Lux_1,1,2019-07-24,Agrostis gigantea,3
Lux_1_2019,Lux_1,1,2019-07-24,Centaurea stoebe,10
Lux_1_2019,Lux_1,1,2019-07-24,Digitaria,6
Lux_1_2019,Lux_1,1,2019-07-24,Elymus repens,5
Lux_1_2019,Lux_1,1,2019-07-24,Erigeron canadensis,2
Lux_1_2019,Lux_1,1,2019-07-24,Festuca rubra,1.5
Lux_1_2019,Lux_1,1,2019-07-24,Hypericum perforatum,3
Lux_1_2019,Lux_1,1,2019-07-24,Juncus tenuis,1
Lux_1_2019,Lux_1,1,2019-07-24,Plantago lanceolata,30
Lux_1_2019,Lux_1,1,2019-07-24,Poa pratensis,5
Lux_1_2019,Lux_1,1,2019-07-24,Ratibida pinnata,1
Lux_1_2019,Lux_1,1,2019-07-24,Rumex acetosella,4
Lux_1_2019,Lux_1,1,2019-07-24,Symphyotrichum pilosum,3
Lux_1_2019,Lux_1,25,2019-07-24,Asclepias syriaca,NA
Lux_1_2019,Lux_1,25,2019-07-24,Bromus inermis,NA
Lux_1_2019,Lux_1,25,2019-07-24,Dactylis glomerata,NA
Lux_1_2019,Lux_1,25,2019-07-24,Elymus canadensis,NA
Lux_1_2019,Lux_1,25,2019-07-24,Erigeron,NA
Lux_1_2019,Lux_1,25,2019-07-24,Euthamia graminifolia,NA
Lux_1_2019,Lux_1,25,2019-07-24,Monarda fistulosa,NA
Lux_1_2019,Lux_1,25,2019-07-24,Monarda punctata,NA
Lux_1_2019,Lux_1,25,2019-07-24,Panicum virgatum,NA
Lux_1_2019,Lux_1,25,2019-07-24,Penstemon digitalis,NA
Lux_1_2019,Lux_1,25,2019-07-24,Potentilla recta,NA
Lux_1_2019,Lux_1,25,2019-07-24,Rudbeckia hirta,NA
Lux_10_2014,Lux_10,seeded,2014-09-01,Coreopsis lanceolata,1.49
Lux_10_2014,Lux_10,seeded,2014-09-01,Dalea purpurea,1.52
Lux_10_2014,Lux_10,seeded,2014-09-01,Echinacea purpurea,1.49
Lux_10_2014,Lux_10,seeded,2014-09-01,Eryngium yuccifolium,2.15
Lux_10_2014,Lux_10,seeded,2014-09-01,Ratibida pinnata,1.45
Lux_10_2014,Lux_10,seeded,2014-09-01,Symphyotrichum undulatum,1.76
Lux_10_2015,Lux_10,1,2015-09-16,Achillea millefolium,2
Lux_10_2015,Lux_10,1,2015-09-16,Centaurea stoebe,4
Lux_10_2015,Lux_10,1,2015-09-16,Daucus carota,0.1
Lux_10_2015,Lux_10,1,2015-09-16,Digitaria,50
Lux_10_2015,Lux_10,1,2015-09-16,Oxalis stricta,0.02
Lux_10_2015,Lux_10,1,2015-09-16,Panicum capillare,5
Lux_10_2015,Lux_10,1,2015-09-16,Plantago lanceolata,6
Lux_10_2015,Lux_10,25,2015-09-16,Elymus,NA
Lux_10_2015,Lux_10,25,2015-09-16,Erigeron,NA
Lux_10_2015,Lux_10,25,2015-09-16,Setaria,NA
Lux_10_2016,Lux_10,1,2016-08-30,Barbarea vulgaris,0.2
Lux_10_2016,Lux_10,1,2016-08-30,Centaurea stoebe,4
Lux_10_2016,Lux_10,1,2016-08-30,Daucus carota,0.1
Lux_10_2016,Lux_10,1,2016-08-30,Digitaria,45
Lux_10_2016,Lux_10,1,2016-08-30,Elymus repens,15
Lux_10_2016,Lux_10,1,2016-08-30,Oxalis stricta,0.8
Lux_10_2016,Lux_10,1,2016-08-30,Panicum capillare,0.6
Lux_10_2016,Lux_10,1,2016-08-30,Plantago lanceolata,25
Lux_10_2016,Lux_10,1,2016-08-30,Potentilla anserina,0.5
Lux_10_2016,Lux_10,1,2016-08-30,Schizachyrium scoparium,1
Lux_10_2016,Lux_10,25,2016-08-30,Achillea millefolium,NA
Lux_10_2016,Lux_10,25,2016-08-30,Erigeron,NA
Lux_10_2016,Lux_10,25,2016-08-30,Erigeron canadensis,NA
Lux_10_2016,Lux_10,25,2016-08-30,Euthamia graminifolia,NA
Lux_10_2016,Lux_10,25,2016-08-30,Hypericum perforatum,NA
Lux_10_2016,Lux_10,25,2016-08-30,Panicum virgatum,NA
Lux_10_2016,Lux_10,25,2016-08-30,Setaria,NA
Lux_10_2016,Lux_10,25,2016-08-30,Solanum carolinense,NA
Lux_10_2016,Lux_10,25,2016-08-30,Trifolium,NA
Lux_10_2016,Lux_10,25,2016-08-30,Verbascum thapsus,NA
Lux_10_2017,Lux_10,1,2017-08-18,Achillea millefolium,5
Lux_10_2017,Lux_10,1,2017-08-18,Centaurea stoebe,12
Lux_10_2017,Lux_10,1,2017-08-18,Digitaria,30
Lux_10_2017,Lux_10,1,2017-08-18,Elymus repens,20
Lux_10_2017,Lux_10,1,2017-08-18,Festuca rubra,3
Lux_10_2017,Lux_10,1,2017-08-18,Panicum virgatum,3
Lux_10_2017,Lux_10,1,2017-08-18,Plantago lanceolata,5
Lux_10_2017,Lux_10,1,2017-08-18,Schizachyrium scoparium,5
Lux_10_2017,Lux_10,25,2017-08-18,Bouteloua curtipendula,NA
Lux_10_2017,Lux_10,25,2017-08-18,Bromus kalmii,NA
Lux_10_2017,Lux_10,25,2017-08-18,Daucus carota,NA
Lux_10_2017,Lux_10,25,2017-08-18,Elymus canadensis,NA
Lux_10_2017,Lux_10,25,2017-08-18,Erigeron,NA
Lux_10_2017,Lux_10,25,2017-08-18,Erigeron canadensis,NA
Lux_10_2017,Lux_10,25,2017-08-18,Solanum carolinense,NA
Lux_10_2017,Lux_10,25,2017-08-18,Symphyotrichum pilosum,NA
Lux_10_2017,Lux_10,25,2017-08-18,Trifolium dubium,NA
Lux_10_2017,Lux_10,25,2017-08-18,Trifolium repens,NA
Lux_10_2018,Lux_10,1,2018-07-25,Achillea millefolium,6
Lux_10_2018,Lux_10,1,2018-07-25,Agrostis gigantea,8
Lux_10_2018,Lux_10,1,2018-07-25,Centaurea stoebe,30
Lux_10_2018,Lux_10,1,2018-07-25,Danthonia spicata,0.5
Lux_10_2018,Lux_10,1,2018-07-25,Digitaria,7
Lux_10_2018,Lux_10,1,2018-07-25,Elymus repens,20
Lux_10_2018,Lux_10,1,2018-07-25,Panicum virgatum,5
Lux_10_2018,Lux_10,1,2018-07-25,Plantago lanceolata,2
Lux_10_2018,Lux_10,1,2018-07-25,Poa pratensis,5
Lux_10_2018,Lux_10,1,2018-07-25,Schizachyrium scoparium,10
Lux_10_2018,Lux_10,1,2018-07-25,Symphyotrichum pilosum,1
Lux_10_2018,Lux_10,25,2018-07-25,Bouteloua curtipendula,NA
Lux_10_2018,Lux_10,25,2018-07-25,Carex,NA
Lux_10_2018,Lux_10,25,2018-07-25,Erigeron,NA
Lux_10_2018,Lux_10,25,2018-07-25,Hypericum perforatum,NA
Lux_10_2018,Lux_10,25,2018-07-25,Juncus tenuis,NA
Lux_10_2018,Lux_10,25,2018-07-25,Oxalis stricta,NA
Lux_10_2018,Lux_10,25,2018-07-25,Potentilla anserina,NA
Lux_10_2018,Lux_10,25,2018-07-25,Potentilla recta,NA
Lux_10_2018,Lux_10,25,2018-07-25,Setaria,NA
Lux_10_2018,Lux_10,25,2018-07-25,Solanum carolinense,NA
Lux_10_2018,Lux_10,25,2018-07-25,Sorghastrum nutans,NA
Lux_10_2019,Lux_10,1,2019-07-24,Achillea millefolium,4
Lux_10_2019,Lux_10,1,2019-07-24,Agrostis gigantea,4
Lux_10_2019,Lux_10,1,2019-07-24,Andropogon gerardii,1
Lux_10_2019,Lux_10,1,2019-07-24,Bouteloua curtipendula,1
Lux_10_2019,Lux_10,1,2019-07-24,Bromus inermis,15
Lux_10_2019,Lux_10,1,2019-07-24,Centaurea stoebe,6
Lux_10_2019,Lux_10,1,2019-07-24,Elymus repens,20
Lux_10_2019,Lux_10,1,2019-07-24,Festuca rubra,0.2
Lux_10_2019,Lux_10,1,2019-07-24,Panicum virgatum,5
Lux_10_2019,Lux_10,1,2019-07-24,Plantago lanceolata,5
Lux_10_2019,Lux_10,1,2019-07-24,Poa pratensis,4
Lux_10_2019,Lux_10,1,2019-07-24,Schizachyrium scoparium,25
Lux_10_2019,Lux_10,1,2019-07-24,Sorghastrum nutans,7
Lux_10_2019,Lux_10,1,2019-07-24,Symphyotrichum pilosum,0.8
Lux_10_2019,Lux_10,25,2019-07-24,Digitaria,NA
Lux_10_2019,Lux_10,25,2019-07-24,Erigeron,NA
Lux_10_2019,Lux_10,25,2019-07-24,Hypericum perforatum,NA
Lux_10_2019,Lux_10,25,2019-07-24,Juncus tenuis,NA
Lux_10_2019,Lux_10,25,2019-07-24,Rudbeckia hirta,NA
Lux_10_2019,Lux_10,25,2019-07-24,Solanum carolinense,NA
Lux_10_2019,Lux_10,25,2019-07-24,Solidago canadensis,NA
Lux_11_2014,Lux_11,seeded,2014-09-01,Coreopsis lanceolata,1.49
Lux_11_2014,Lux_11,seeded,2014-09-01,Dalea purpurea,1.52
Lux_11_2014,Lux_11,seeded,2014-09-01,Echinacea purpurea,1.49
Lux_11_2014,Lux_11,seeded,2014-09-01,Eryngium yuccifolium,2.15
Lux_11_2014,Lux_11,seeded,2014-09-01,Ratibida pinnata,1.45
Lux_11_2014,Lux_11,seeded,2014-09-01,Symphyotrichum undulatum,1.76
Lux_11_2015,Lux_11,1,2015-09-16,Centaurea stoebe,2
Lux_11_2015,Lux_11,1,2015-09-16,Digitaria,60
Lux_11_2015,Lux_11,1,2015-09-16,Oxalis stricta,0.4
Lux_11_2015,Lux_11,1,2015-09-16,Panicum capillare,3
Lux_11_2015,Lux_11,1,2015-09-16,Potentilla anserina,0.2
Lux_11_2015,Lux_11,25,2015-09-16,Achillea millefolium,NA
Lux_11_2015,Lux_11,25,2015-09-16,Barbarea vulgaris,NA
Lux_11_2015,Lux_11,25,2015-09-16,Drymocallis arguta,NA
Lux_11_2015,Lux_11,25,2015-09-16,Elymus,NA
Lux_11_2015,Lux_11,25,2015-09-16,Erigeron,NA
Lux_11_2015,Lux_11,25,2015-09-16,Melilotus,NA
Lux_11_2015,Lux_11,25,2015-09-16,Penstemon digitalis,NA
Lux_11_2015,Lux_11,25,2015-09-16,Phytolacca americana,NA
Lux_11_2015,Lux_11,25,2015-09-16,Setaria,NA
Lux_11_2015,Lux_11,25,2015-09-16,Taraxacum officinale,NA
Lux_11_2015,Lux_11,25,2015-09-16,Verbascum thapsus,NA
Lux_11_2016,Lux_11,1,2016-08-30,Centaurea stoebe,20
Lux_11_2016,Lux_11,1,2016-08-30,Digitaria,50
Lux_11_2016,Lux_11,1,2016-08-30,Elymus repens,12
Lux_11_2016,Lux_11,1,2016-08-30,Erigeron canadensis,1
Lux_11_2016,Lux_11,1,2016-08-30,Juncus tenuis,0.3
Lux_11_2016,Lux_11,1,2016-08-30,Melilotus,0.1
Lux_11_2016,Lux_11,1,2016-08-30,Oxalis stricta,1
Lux_11_2016,Lux_11,1,2016-08-30,Panicum capillare,6
Lux_11_2016,Lux_11,1,2016-08-30,Plantago lanceolata,3
Lux_11_2016,Lux_11,1,2016-08-30,Potentilla anserina,0.3
Lux_11_2016,Lux_11,1,2016-08-30,Trifolium arvense,0.5
Lux_11_2016,Lux_11,25,2016-08-30,Achillea millefolium,NA
Lux_11_2016,Lux_11,25,2016-08-30,Bouteloua curtipendula,NA
Lux_11_2016,Lux_11,25,2016-08-30,Dactylis glomerata,NA
Lux_11_2016,Lux_11,25,2016-08-30,Erigeron,NA
Lux_11_2016,Lux_11,25,2016-08-30,Euthamia graminifolia,NA
Lux_11_2016,Lux_11,25,2016-08-30,Potentilla recta,NA
Lux_11_2016,Lux_11,25,2016-08-30,Pseudognaphalium obtusifolium,NA
Lux_11_2016,Lux_11,25,2016-08-30,Solidago canadensis,NA
Lux_11_2017,Lux_11,1,2017-08-30,Bouteloua curtipendula,4
Lux_11_2017,Lux_11,1,2017-08-30,Centaurea stoebe,68
Lux_11_2017,Lux_11,1,2017-08-30,Digitaria,5
Lux_11_2017,Lux_11,1,2017-08-30,Elymus repens,1
Lux_11_2017,Lux_11,1,2017-08-30,Panicum virgatum,5
Lux_11_2017,Lux_11,1,2017-08-30,Poa pratensis,2
Lux_11_2017,Lux_11,25,2017-08-30,Achillea millefolium,NA
Lux_11_2017,Lux_11,25,2017-08-30,Barbarea vulgaris,NA
Lux_11_2017,Lux_11,25,2017-08-30,Bromus inermis,NA
Lux_11_2017,Lux_11,25,2017-08-30,Elymus canadensis,NA
Lux_11_2017,Lux_11,25,2017-08-30,Eragrostis spectabilis,NA
Lux_11_2017,Lux_11,25,2017-08-30,Erigeron,NA
Lux_11_2017,Lux_11,25,2017-08-30,Euthamia graminifolia,NA
Lux_11_2017,Lux_11,25,2017-08-30,Melilotus,NA
Lux_11_2017,Lux_11,25,2017-08-30,Plantago lanceolata,NA
Lux_11_2017,Lux_11,25,2017-08-30,Schizachyrium scoparium,NA
Lux_11_2017,Lux_11,25,2017-08-30,Trifolium arvense,NA
Lux_11_2018,Lux_11,1,2018-07-25,Bouteloua curtipendula,3
Lux_11_2018,Lux_11,1,2018-07-25,Centaurea stoebe,60
Lux_11_2018,Lux_11,1,2018-07-25,Digitaria,2.4
Lux_11_2018,Lux_11,1,2018-07-25,Elymus repens,10
Lux_11_2018,Lux_11,1,2018-07-25,Elymus virginicus,2
Lux_11_2018,Lux_11,1,2018-07-25,Koeleria macrantha,0.5
Lux_11_2018,Lux_11,1,2018-07-25,Poa pratensis,4
Lux_11_2018,Lux_11,25,2018-07-25,Achillea millefolium,NA
Lux_11_2018,Lux_11,25,2018-07-25,Bromus inermis,NA
Lux_11_2018,Lux_11,25,2018-07-25,Eragrostis spectabilis,NA
Lux_11_2018,Lux_11,25,2018-07-25,Erigeron canadensis,NA
Lux_11_2018,Lux_11,25,2018-07-25,Euthamia graminifolia,NA
Lux_11_2018,Lux_11,25,2018-07-25,Panicum virgatum,NA
Lux_11_2018,Lux_11,25,2018-07-25,Plantago lanceolata,NA
Lux_11_2018,Lux_11,25,2018-07-25,Schizachyrium scoparium,NA
Lux_11_2018,Lux_11,25,2018-07-25,Sorghastrum nutans,NA
Lux_11_2019,Lux_11,1,2019-07-24,Bouteloua curtipendula,8
Lux_11_2019,Lux_11,1,2019-07-24,Bromus inermis,15
Lux_11_2019,Lux_11,1,2019-07-24,Centaurea stoebe,20
Lux_11_2019,Lux_11,1,2019-07-24,Elymus repens,25
Lux_11_2019,Lux_11,1,2019-07-24,Erigeron,5
Lux_11_2019,Lux_11,1,2019-07-24,Juncus tenuis,2
Lux_11_2019,Lux_11,1,2019-07-24,Plantago lanceolata,8
Lux_11_2019,Lux_11,1,2019-07-24,Poa pratensis,3
Lux_11_2019,Lux_11,1,2019-07-24,Symphyotrichum pilosum,0.5
Lux_11_2019,Lux_11,25,2019-07-24,Dactylis glomerata,NA
Lux_11_2019,Lux_11,25,2019-07-24,Digitaria,NA
Lux_11_2019,Lux_11,25,2019-07-24,Erigeron canadensis,NA
Lux_11_2019,Lux_11,25,2019-07-24,Euthamia graminifolia,NA
Lux_11_2019,Lux_11,25,2019-07-24,Panicum virgatum,NA
Lux_11_2019,Lux_11,25,2019-07-24,Schizachyrium scoparium,NA
Lux_12_2014,Lux_12,seeded,2014-09-01,Asclepias syriaca,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Asclepias tuberosa,0.26
Lux_12_2014,Lux_12,seeded,2014-09-01,Baptisia alba var. macrophylla,0.26
Lux_12_2014,Lux_12,seeded,2014-09-01,Chamaecrista fasciculata,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Cistus lasianthus subsp. alyssoides,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Coreopsis lanceolata,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Dalea purpurea,0.28
Lux_12_2014,Lux_12,seeded,2014-09-01,Desmodium illinoense,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Drymocallis arguta,0.28
Lux_12_2014,Lux_12,seeded,2014-09-01,Echinacea purpurea,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Eryngium yuccifolium,0.39
Lux_12_2014,Lux_12,seeded,2014-09-01,Lespedeza capitata,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Lespedeza virginica,0.28
Lux_12_2014,Lux_12,seeded,2014-09-01,Liatris cylindracea,0.42
Lux_12_2014,Lux_12,seeded,2014-09-01,Lupinus perennis,0.26
Lux_12_2014,Lux_12,seeded,2014-09-01,Monarda fistulosa,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Monarda punctata,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Penstemon digitalis,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Penstemon hirsutus,0.36
Lux_12_2014,Lux_12,seeded,2014-09-01,Ratibida pinnata,0.26
Lux_12_2014,Lux_12,seeded,2014-09-01,Rudbeckia hirta,0.3
Lux_12_2014,Lux_12,seeded,2014-09-01,Silphium terebinthinaceum,0.28
Lux_12_2014,Lux_12,seeded,2014-09-01,Solidago juncea,0.28
Lux_12_2014,Lux_12,seeded,2014-09-01,Solidago nemoralis,0.34
Lux_12_2014,Lux_12,seeded,2014-09-01,Solidago rigida,0.35
Lux_12_2014,Lux_12,seeded,2014-09-01,Solidago speciosa,0.34
Lux_12_2014,Lux_12,seeded,2014-09-01,Symphyotrichum ericoides,0.3
Lux_12_2014,Lux_12,seeded,2014-09-01,Symphyotrichum laeve,0.29
Lux_12_2014,Lux_12,seeded,2014-09-01,Symphyotrichum oolentangiense,0.48
Lux_12_2014,Lux_12,seeded,2014-09-01,Symphyotrichum undulatum,0.32
Lux_12_2014,Lux_12,seeded,2014-09-01,Tradescantia ohiensis,0.28
Lux_12_2014,Lux_12,seeded,2014-09-01,Verbena stricta,0.27
Lux_12_2014,Lux_12,seeded,2014-09-01,Zizia aptera,0.28
Lux_12_2015,Lux_12,1,2015-09-16,Centaurea stoebe,13
Lux_12_2015,Lux_12,1,2015-09-16,Digitaria,8
Lux_12_2015,Lux_12,1,2015-09-16,Echinacea purpurea,0.2
Lux_12_2015,Lux_12,1,2015-09-16,Oxalis stricta,0.1
Lux_12_2015,Lux_12,1,2015-09-16,Panicum capillare,11
Lux_12_2015,Lux_12,25,2015-09-16,Achillea millefolium,NA
Lux_12_2015,Lux_12,25,2015-09-16,Asclepias syriaca,NA
Lux_12_2015,Lux_12,25,2015-09-16,Barbarea vulgaris,NA
Lux_12_2015,Lux_12,25,2015-09-16,Coreopsis lanceolata,NA
Lux_12_2015,Lux_12,25,2015-09-16,Desmodium illinoense,NA
Lux_12_2015,Lux_12,25,2015-09-16,Drymocallis arguta,NA
Lux_12_2015,Lux_12,25,2015-09-16,Fagopyrum esculentum,NA
Lux_12_2015,Lux_12,25,2015-09-16,Hypericum perforatum,NA
Lux_12_2015,Lux_12,25,2015-09-16,Lespedeza capitata,NA
Lux_12_2015,Lux_12,25,2015-09-16,Monarda punctata,NA
Lux_12_2015,Lux_12,25,2015-09-16,Penstemon digitalis,NA
Lux_12_2015,Lux_12,25,2015-09-16,Phytolacca heterotepala,NA
Lux_12_2015,Lux_12,25,2015-09-16,Potentilla anserina,NA
Lux_12_2015,Lux_12,25,2015-09-16,Ratibida pinnata,NA
Lux_12_2015,Lux_12,25,2015-09-16,Rudbeckia hirta,NA
Lux_12_2015,Lux_12,25,2015-09-16,Setaria,NA
Lux_12_2015,Lux_12,25,2015-09-16,Solidago,NA
